Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3DPoints
agast;21101.6;19893.7;0.0006144421280789133;brisk;20108.9;19050.8;0.008124386444425145;L2;BF;434.4;6431.3;2.1978665358;0.2376094865159431;5.866770775998519;0.029600180251393;0.08870752152833064;0.031075085403635117;0.044274102153450935;nan;
agast;nan;nan;nan;kaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
agast;21101.6;19893.7;0.0006144421280789133;daisy;21101.6;19893.7;0.012816936935635148;L2;BF;5486.6;6479.4;2.2943296027;0.26387032969070146;0.32442538527926096;0.29584551904919965;0.8491992328634019;0.31030838419047796;0.4313058159668527;nan;
agast;21101.6;19893.7;0.0006144421280789133;freak;19406.0;18441.5;0.005087626863938119;L2;BF;255.5;5480.8;2.0021805033;0.25038714733073514;8.480182581311544;0.017677856580907144;0.06016754981949533;0.01848938757879149;0.027253403520087434;nan;
agast;21101.6;19893.7;0.0006144421280789133;brief;18849.8;17938.0;0.0018318916567601306;L2;BF;655.1;6505.3;0.5659090220999999;0.06346931281980646;1.3908042853343339;0.02514504471116726;0.07923831671168254;0.027201454434547738;0.03815188299687272;nan;
agast;21101.6;19893.7;0.0005573045047602566;lucid;21101.6;19893.7;0.0035934750873867216;L2;BF;338.2;6890.6;5.277862369899999;0.5102334645359081;19.23204688625346;0.028279402805761293;0.07809989939106263;0.029883968075668167;0.04145842345320701;nan;
agast;21101.6;19893.7;0.0006144421280789133;latch;19097.2;18158.6;0.000856354638377082;L2;BF;186.4;7877.7;0.1924663509;0.020001987711226053;0.8353188698811808;0.010197077470462564;0.026126625987585368;0.010676877845386765;0.01464386111235361;nan;
agast;21101.6;19893.7;0.0006144421280789133;vgg;21101.6;19893.7;0.05563184851479769;L2;BF;5352.1;7011.5;1.9198163915;0.23741933623731687;0.32675356640831726;0.30080409764171734;0.7943001369191992;0.31469228359929374;0.43170234098991556;nan;
agast;21101.6;19893.7;0.0006144421280789133;beblid;21101.6;19893.7;0.0007555179689436786;L2;BF;2724.5;6422.6;3.1276794314;0.3247169128637185;1.3920770166568333;0.1425261496674312;0.42377724933591815;0.15146219658624305;0.21268435010904946;nan;
agast;21101.6;19893.7;0.0006144421280789133;teblid;21101.6;19893.7;0.00039911050100395506;L2;BF;1681.5;7128.5;1.2083655589000002;0.11457858318723586;1.3201593177147632;0.09062789577370137;0.25244510464119374;0.0967061801380739;0.13324713756104814;nan;
agast;21101.6;19893.7;0.0006144421280789133;boost;21101.6;19893.7;0.009745011885760348;L2;BF;1432.4;6005.1;1.3835643661;0.16637471638710336;1.4627803046508479;0.08760348031490844;0.27875389967263975;0.09258923416498337;0.13309718764832115;nan;
